"","Date","Year","Country","Location","Fatal (Y/N)","lon","lat"
"991","24-Oct-1997",1997,"USA","North Jetty, Fort Pierce Inlet State Park, St. Lucie County","N",-80.2915513,27.4698041
"992","21-Oct-1997",1997,"USA","North Jetty, Fort Pierce Inlet State Park, St. Lucie County","N",-80.2915513,27.4698041
"993","04-Oct-1997",1997,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"994","09-Sep-1997",1997,"USA","Volusia County","N",-81.0754657,29.0279842
"995","08-Sep-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"996","06-Sep-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"997","30-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"998","27-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"999","24-Aug-1997",1997,"USA","Clam Beach, near Eureka, Humboldt County","N",-124.1145304,40.9951031
"1000","11-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1001","10-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1002","09-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1003","05-Aug-1997",1997,"USA","East Beach, Galveston","N",-94.7543466,29.3171995
"1004","04-Aug-1997",1997,"USA","Carysfort Lighthouse, Key Largo, Monroe County","N",NA,NA
"1005","02-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1006","02-Aug-1997",1997,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1007","14-Jul-1997",1997,"USA","Myrtle Beach, Horry County","N",-78.8866943,33.6890603
"1008","24-Jun-1997",1997,"USA","Sunset Beach, Oahu","N",-158.0409157,21.6736608
"1009","09-Jun-1997",1997,"USA","Palm Beach County","N",-80.2767327,26.6514503
"1010","02-Jun-1997",1997,"USA","Daytona Beach Shores,  Volusia County","N",-80.9828323,29.1760933
"1011","31-May-1997",1997,"USA","In Gulf of Mexico 17 miles off Weeki Wachee","N",NA,NA
"1012","31-May-1997",1997,"USA","Flagler Beach, Flagler County","N",-81.1270035,29.4749754
"1013","31-May-1997",1997,"USA","Flagler Beach, Flagler County","N",-81.1270035,29.4749754
"1014","21-Feb-1997",1997,"USA","Sunset Beach, O'ahu","UNKNOWN",-158.0409157,21.6736608
"1015","29-Nov-1996",1996,"USA","Salmon Creek Beach, Sonoma County","N",-123.0685179,38.359293
"1016","18-Nov-1996",1996,"USA","Coral Cove Park, Palm Beach County","N",-80.0789106,26.9636245
"1017","05-Oct-1996",1996,"USA","Dillon Beach, Marin County","N",-122.9652768,38.2507515
"1018","03-Oct-1996",1996,"USA","Cocoa Beach, Brevard County","N",-80.6075513,28.3200067
"1019","03-Oct-1996",1996,"USA","North Salmon Creek Beach, Sonoma County","N",-123.0685179,38.359293
"1020","18-Sep-1996",1996,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1021","06-Sep-1996",1996,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1022","02-Sep-1996",1996,"USA","Behune Beach, Volusia County","N",-80.844768,28.941441
"1023","02-Sep-1996",1996,"USA","Bethune Beach, Volusia County","N",-80.844768,28.941441
"1024","01-Sep-1996",1996,"USA","Garden City Beach, Horry County","N",-79.0086464,33.5929472
"1025","29-Aug-1996",1996,"USA","Paukukalo, Maui","N",-156.4877778,20.9086111
"1026","13-Aug-1996",1996,"USA","Bird Rock, Tomales Point","N",-122.974766,38.2143777
"1027","11-Aug-1996",1996,"USA","Bayshore Garden, Sarasota Bay, Sarasota County","N",-82.5877118,27.4177012
"1028","26-Jul-1996",1996,"USA","Wiggins Pass, Collier County","N",-81.8279833,26.2816886
"1029","21-Jul-1996",1996,"USA","Truro (Cape Cod), Barnstable County","N",-70.0490107,41.99477
"1030","20-Jul-1996",1996,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1031","14-Jul-1996",1996,"USA","Nakalele Point, Maui","UNKNOWN",-156.5885639,21.0270885
"1032","10-Jul-1996",1996,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1033","04-Jul-1996",1996,"USA","Public Beach, Siesta Key, Sarasota County","N",-82.5533185,27.2651317
"1034","25-Jun-1996",1996,"USA","Fripp Island, Beaufort County","N",-80.4966062,32.317001
"1035","18-May-1996",1996,"USA","South of Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"1036","07-May-1996",1996,"USA","Shark Shallows, Ponce Inlet, Volusia County","N",NA,NA
"1037","28-Apr-1996",1996,"USA","La'ie Point, O'ahu","UNKNOWN",-157.9153312,21.6517495
"1038","Reported      19-Feb-1996",1996,"USA","Charleston","N",-79.9310512,32.7764749
"1039","23-Jan-1996",1996,"USA","Florida Keys, Florida, Monroe County","N",-99.7973918,36.0095232
"1040","16-Jan-1996",1996,"USA","Ka’eleki’I Point, Maui","N",18.49041,-22.95764
"1041","1996",1996,"USA","","N",NA,NA
"1042","18-Dec-1995",1995,"USA","Southwest of O'ahu","UNKNOWN",-158.0000565,21.4389123
"1043","25-Nov-1995",1995,"USA","Ha'ena, Kaua'i","N",-159.5804942,22.2208387
"1044","Reported 28-Oct-1995",1995,"USA","","N",NA,NA
"1045","21-Oct-1995",1995,"USA","North Beach, St. Lucie County","N",-80.309162,27.5171304
"1046","01-Oct-1995",1995,"USA","Ormond Beach, Volusia County","N",-81.0558894,29.2858129
"1047","30-Sep-1995",1995,"USA","Crescent Beach, St. Augustine, St. Johns County","N",-81.2745922,29.8464351
"1048","30-Sep-1995",1995,"USA","North Beach, Hutchinson Island, St. Lucie County","N",-80.2488596,27.3545667
"1049","28-Sep-1995",1995,"USA","Davenport Landing, Santa Cruz County","N",-122.2158654,37.0258837
"1050","19-Sep-1995",1995,"USA","Matanzas Bay Inlet, St. Johns County","N",-81.2392182,29.7151961
"1051","17-Sep-1995",1995,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"1052","13-Sep-1995",1995,"USA","Alligator Reef, off Islamorada, Monroe County","Y",-80.6188171,24.8517748
"1053","03-Sep-1995",1995,"USA","Shelter Cove, Humboldt County","N",-124.0730866,40.0304212
"1054","03-Sep-1995",1995,"USA","Bald Head Island, Brunswick County","N",-77.9944332,33.8618418
"1055","31-Aug-1995",1995,"USA","North Beach Inlet, St. Lucie County","N",-80.3016686,27.4820331
"1056","31-Aug-1995",1995,"USA","Myrtle Beach, Horry County","N",-78.8866943,33.6890603
"1057","26-Aug-1995",1995,"USA","Crescent Beach, St. Johns County","N",-81.2536786,29.76886
"1058","26-Aug-1995",1995,"USA","Ponce de Leon Inlet, Volusia County","N",-80.9220608,29.070584
"1059","25-Aug-1995",1995,"USA","Off Masonboro Island, New Hanover County","N",-77.8510213,34.1329044
"1060","22-Aug-1995",1995,"USA","Wrightsville Beach, New Hanover County","N",-77.7963709,34.2085036
"1061","22-Aug-1995",1995,"USA","Ponce de Leon Inlet, Volusia County","N",-80.9220608,29.070584
"1062","21-Aug-1995",1995,"USA","Cape Lookout Bight","N",-76.5336609,34.6075152
"1063","15-Aug-1995",1995,"USA","Daytona Beach, Volusia County ","N",-81.0228331,29.2108147
"1064","13-Aug-1995",1995,"USA","Emerald Isle, Carteret County","Y",-76.9507762,34.6779399
"1065","10-Aug-1995",1995,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"1066","10-Aug-1995",1995,"USA","Ocean Lakes Campground, south of Myrtle Beach, Horry County","N",-78.9591694,33.6249115
"1067","07-Aug-1995",1995,"USA","Ponce de Leon Inlet, Volusia County ","N",-80.9220608,29.070584
"1068","Aug-1995",1995,"USA","Carmel, Monterey County","N",-121.9232879,36.5552386
"1069","28-Jul-1995",1995,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1070","28-Jul-1995",1995,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1071","28-Jul-1995",1995,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1072","28-Jul-1995",1995,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1073","28-Jul-1995",1995,"USA","Pawleys Island, Georgetown County","N",-79.1214313,33.4332236
"1074","24-Jul-1995",1995,"USA","Pawleys Island, Georgetown County","N",-79.1214313,33.4332236
"1075","23-Jul-1995",1995,"USA","South Jetty, New Smyrna Beach, Volusia County","N",-80.914393,29.06906
"1076","06-Jul-1995",1995,"USA","Port Aransas","N",-97.0610994,27.8339158
"1077","03-Jul-1995",1995,"USA","Cat Island, Harrison County","N",-89.1014933,30.2280136
"1078","Early Jul-1995",1995,"USA","Off 29th Avenue, Myrtle Beach, Horry County","N",-78.8728066,33.7154089
"1079","30-Jun-1995",1995,"USA","Bluefish Cove, Pt. Lobos State Park, Monterey County","N",-121.9422821,36.5159123
"1080","24-Jun-1995",1995,"USA","LaJolla Shores, San Diego County","N",-117.2529145,32.8577055
"1081","23-Jun-1995",1995,"USA","Tybee Island, Chatham County","N",-80.845666,32.0002152
"1082","17-Jun-1995",1995,"USA","Garden City Beach, Horry County","N",-79.0086464,33.5929472
"1083","17-Jun-1995",1995,"USA","Jensen Beach Park, Martin County","N",-80.2220231,27.2250387
"1084","16-Jun-1995",1995,"USA","Tiger Shores Beach, Martin County","N",-80.1790801,27.2210598
"1085","14-Jun-1995",1995,"USA","Opposite Grand Wailea Resort, Wailea, Maui","N",-156.441238,20.6842303
"1086","26-May-1995",1995,"USA","Vero Beach, Indian River County","N",-80.3972736,27.6386434
"1087","16-Apr-1995",1995,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1088","13-Apr-1995",1995,"USA","Ormond Beach, Volusia County","N",-81.0558894,29.2858129
"1089","1995",1995,"USA","Carolina Beach","Y",-77.8935966,34.0351726
"1090","1995",1995,"USA","Pawleys Island, Georgetown County","UNKNOWN",-79.1214313,33.4332236
"1091","18-Dec-1994",1994,"USA","Kinikini, Mana, Kaua'i","N",NA,NA
"1092","09-Dec-1994",1994,"USA","San Miguel Island, Santa Barbara County","Y",-120.3723741,34.037616
"1093","13-Nov-1994",1994,"USA","Off the Hanalei River, Kaua'i","N",-159.5008333,22.2177778
"1094","06-Nov-1994",1994,"USA","Kealia Beach, Kaua'i","N",-159.3046322,22.0992517
"1095","09-Oct-1994",1994,"USA","Bill Baggs Cape Florida State Recreation Area, Miami-Dade County","N",-80.1561749,25.6663579
"1096","05-Oct-1994",1994,"USA","Indialantic, Brevard County","N",-80.5656079,28.0894599
"1097","26-Sep-1994",1994,"USA","North Forest Beach, near Hilton Head, Beaufort County","N",-80.7409167,32.1474747
"1098","21-Sep-1994",1994,"USA","Short Sand Beach, Oswald West State Park","N",-123.9673597,45.7626064
"1099","Reported 11-Sep-1994",1994,"USA","Florida Straits","Y",-82.3885783,23.3875499
"1100","05-Sep-1994",1994,"USA","Makaha Surf Beach","N",-158.221217,21.4773229
"1101","08-Jul-1994",1994,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1102","31-May-1994",1994,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"1103","31-May-1994",1994,"USA"," Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"1104","28-May-1994",1994,"USA","3 miles east of Jacksonville Beach, Duval County","N",-81.389628,30.267
"1105","24-May-1994",1994,"USA","Spessard Holland Park, Melbourne Beach, Brevard County","N",-80.5476262,28.0475171
"1106","23-May-1994",1994,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1107","15-May-1994",1994,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1108","Reported 16-Apr-1994",1994,"USA","Sunset Cliffs, San Diego, San Diego County","Y",-117.2514447,32.726274
"1109","03-Apr-1994",1994,"USA","Miami Beach, Dade County","N",-80.1300455,25.790654
"1110","07-Mar-1994",1994,"USA","","N",NA,NA
"1111","19-Feb-1994",1994,"USA","Juno Beach, Palm Beach County","N",-80.0533743,26.8797819
"1112","13-Feb-1994",1994,"USA","Kailua Bay","N",-155.9930127,19.6419685
"1113","31-Jan-1994",1994,"USA","Velzyland, north shore of O'ahu","Y",-158.0313241,21.6846128
"1114","1994",1994,"USA","Flagler Beach, Flagler County","N",-81.1270035,29.4749754
"1115","Dec-1993",1993,"USA","Waipo","Y",18.0647552,59.3303795
"1116","28-Nov-1993",1993,"USA","North Beach Jetty, St Lucie County","N",-80.309162,27.5171304
"1117","12-Nov-1993",1993,"USA","Horners, Wailua, Kaua'i","N",NA,NA
"1118","30-Oct-1993",1993,"USA","""""Bunkers"""" Eureka, Humboldt County","N",NA,NA
"1119","26-Oct-1993",1993,"USA","Treasure Shores Beach, Indian River County","N",-80.417909,27.801869
"1120","10-Oct-1993",1993,"USA","Goat Rock, Bodega Bay, Sonoma County?","N",-123.1263926,38.446581
"1121","Oct-1993",1993,"USA","Mouth of Wallua River, Kaua'i","N",-159.3391667,22.0483333
"1122","14-Sep-1993",1993,"USA","Huguenot Memorial Park, Duval County","N",-81.420617,30.4109625
"1123","09-Sep-1993",1993,"USA","Little Talbot Island, Jacksonville, Duval County","N",-81.4167538,30.4566285
"1124","Reported      19-Aug-1993",1993,"USA","Bethune Beach, Volusia County","N",-80.844768,28.941441
"1125","19-Aug-1993",1993,"USA","Paukukalo, Maui","N",-156.4877778,20.9086111
"1126","15-Aug-1993",1993,"USA","Between Santa Cruz Island and Santa Barbara","N",-119.7657663,34.0232056
"1127","15-Aug-1993",1993,"USA","Pamlico Sound","N",-75.8533954,35.3825787
"1128","12-Aug-1993",1993,"USA","Abalone Point, Westport Union Landing, Mendocino County","N",-123.7912254,39.677064
"1129","07-Jul-1993",1993,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"1130","10-Jun-1993",1993,"USA","Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu","N",18.49041,-22.95764
"1131","Jun-1993",1993,"USA","Hamstead, Pender County","N",-77.7105482,34.3675936
"1132","22-Mar-1993",1993,"USA","Singer Island, Riviera Beach, Palm Beach County","N",-80.037064,26.785003
"1133","14-Mar-1993",1993,"USA","Paradise Bay (next to Wailua Bay), Maui","N",NA,NA
"1134","12-Mar-1993",1993,"USA","Linda Mar Beach, Pedro Point, San Mateo County","N",-122.5020432,37.5988812
"1135","02-Jan-1993",1993,"USA","Bastendorf Beach, Coos County","N",-124.3484509,43.3453888
"1136","1993",1993,"USA","Key West, Monroe County","N",-81.7799871,24.5550593
"1137","28-Dec-1992",1992,"USA","Honomuni, Moloka'i","N",-156.7827778,21.0888889
"1138","23-Dec-1992",1992,"USA","Chun's Reef, Laniakea, O'ahu","N",-158.0819446,21.6219124
"1139","29-Nov-1992",1992,"USA","San Onofre, San Diego County ","N",-117.5656012,33.3728077
"1140","25-Nov-1992",1992,"USA","Brevard County, a mile north of Sebastian Inlet","N",-80.44795,27.85221
"1141","23-Nov-1992",1992,"USA","","N",NA,NA
"1142","14-Nov-1992",1992,"USA","Ano Nuevo, San Mateo County","N",-122.306642,37.1188385
"1143","11-Nov-1992",1992,"USA","San Nicholas Island, Santa Barbara County","N",-119.4991693,33.2464523
"1144","06-Nov-1992",1992,"USA","North Jetty Park, Fort Pierce, St Lucie County","N",-80.2915513,27.4698041
"1145","05-Nov-1992",1992,"USA","Kea'au Beach Park, O'ahu","Y",-158.229943,21.4856905
"1146","29-Oct-1992",1992,"USA","Castle Rock, San Miguel Island, Santa Barbara County","N",-120.3723741,34.037616
"1147","22-Oct-1992",1992,"USA","Lanaikea, O'ahu","N",-158.0852626,21.6190069
"1148","13-Sep-1992",1992,"USA","Gold Beach, Curry County","N",-124.421774,42.4073334
"1149","11-Sep-1992",1992,"USA","South Jetty, New Smyrna Beach, Volusia County","N",-80.914393,29.06906
"1150","Sep-1992",1992,"USA","St Lucie County","N",-80.543845,27.3225563
"1151","21-Aug-1992",1992,"USA","Twin Arches, Hana Ranch, Maui","Y",NA,NA
"1152","18-Aug-1992",1992,"USA","Klamath River, Del Norte County","N",-124.0384427,41.5159805
"1153","17-Aug-1992",1992,"USA","Manalapan, Palm Beach County","N",-80.0447635,26.5692364
"1154","Aug-1992",1992,"USA","St. Lucie County","UNKNOWN",-80.543845,27.3225563
"1155","23-Jul-1992",1992,"USA","Wai'anae, O'ahu","Y",-158.1848755,21.4359641
"1156","21-Jul-1992",1992,"USA","Manasota Beach, Sarasota County","N",-82.412078,27.0102648
"1157","31-May-1992",1992,"USA","Wreck of the U-352","Y",-76.7126956,34.7196594
"1158","28-Mar-1992",1992,"USA","Cannons, at Ha'ena on the north shore of Kaua'i Island","N",-159.5261238,22.0964396
"1159","08-Mar-1992",1992,"USA","Winchester Bay, Douglas County","N",-124.1748369,43.6770608
"1160","19-Feb-1992",1992,"USA","Leftovers, near Waimea Bay, O'ahu","Y",NA,NA
"1161","04-Dec-1991",1991,"USA","Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County","N",-123.7955402,39.43812
"1162","26-Nov-1991",1991,"USA","Olowalu, Maui","Y",-156.625,20.8147221
"1163","26-Nov-1991",1991,"USA","Olowalu, Maui","N",-156.625,20.8147221
"1164","19-Nov-1991",1991,"USA","Maliko Point, Maui","Y",-156.34048,20.9376504
"1165","14-Nov-1991",1991,"USA","Near Port Canaveral Coast Guard Base","N",-80.6213525,28.4154773
"1166","12-Oct-1991",1991,"USA","Melbourne Beach, Brevard County","N",-80.5603303,28.0683496
"1167","05-Oct-1991",1991,"USA","Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County","N",NA,NA
"1168","26-Aug-1991",1991,"USA","Myrtle Beach, Horry County","N",-78.8866943,33.6890603
"1169","12-Aug-1991",1991,"USA","Vero Beach, Indian River County","N",-80.3972736,27.6386434
"1170","09-Aug-1991",1991,"USA","Florida Bay","N",-85.684578,30.1805306
"1171","27-Jul-1991",1991,"USA","John Pennekamp Marine Park, Monroe County","N",-80.4061279,25.1251486
"1172","18-Jul-1991",1991,"USA","150 miles from Crystal River","N",NA,NA
"1173","07-Jul-1991",1991,"USA","South Miami Beach, Dade County","N",-80.1340772,25.7826123
"1174","01-Jul-1991",1991,"USA","8.5 miles south of Ano Nuevo State Reserve, Davenport County","N",NA,NA
"1175","July 1991",1991,"USA","Croatan Beach, Virginia Beach, ","N",-75.9686395,36.8279584
"1176","26-Jun-1991",1991,"USA","Jacksonville Beach, Duval County","N",-81.3961338,30.2841224
"1177","07-Jun-1991",1991,"USA","Tampa Bay, Hillsborough County","N",-82.3017728,27.9903597
"1178","26-May-1991",1991,"USA","Ma'ili Beach, O'ahu","N",-158.1778478,21.4191739
"1179","16-Apr-1991",1991,"USA","Baltimore Aquarium","N",-76.6082871,39.2850948
"1180","16-Apr-1991",1991,"USA","South of Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.952136,29.0601745
"1181","03-Apr-1991",1991,"USA","One'ula Beach Park, 'Ewa Beach, O'ahu","N",-158.0301899,21.3056121
"1182","24-Feb-1991",1991,"USA","Neskowin, Tillamook County","N",-123.9842818,45.1067722
"1183","03-Nov-1990",1990,"USA","Monastery Beach, Carmel Bay, Monterey County","N",-121.9274513,36.5226171
"1184","01-Nov-1990",1990,"USA","Spanish River Park Beach, Palm Beach County","N",-80.0688904,26.3787913
"1185","30-Oct-1990",1990,"USA","Melbourne Beach, Brevard County","N",-80.5603303,28.0683496
"1186","30-Oct-1990",1990,"USA","Indialantic, Brevard County","N",-80.5656079,28.0894599
"1187","20-Oct-1990",1990,"USA","North end of County Beach, Palm Beach County","N",-80.037608,26.728109
"1188","15-Oct-1990",1990,"USA","Hanalei Point, Kaua'i","N",-159.5067583,22.2090776
"1189","12-Oct-1990",1990,"USA","Stuart Beach, Martin County","N",-80.1750214,27.2143933
"1190","08-Sep-1990",1990,"USA","Russian Gulch, Jenner, Sonoma County","N",-123.7769124,39.3312758
"1191","05-Sep-1990",1990,"USA","Trinidad State Beach, Humboldt County","N",-124.1503472,41.065402
"1192","30-Aug-1990",1990,"USA","Juno Beach / North Palm Beach, Palm Beach County","Y",-80.0587312,26.8932259
"1193","28-Aug-1990",1990,"USA","Trinidad Head, Humboldt County","N",-124.1505555,41.0541666
"1194","19-Aug-1990",1990,"USA","Mustang Island, Nueces County","N",-97.1628647,27.7103944
"1195","19-Aug-1990",1990,"USA","Near Port Aransas, Nueces County","N",-97.0610994,27.8339158
"1196","22-Jul-1990",1990,"USA","Mustang Island State Park, Nueces County","N",-97.1828804,27.6722157
"1197","08-Jul-1990",1990,"USA","Perdido Key near the Florida Panhandle, Escambia County","N",-87.420866,30.299694
"1198","01-Apr-1990",1990,"USA","Silver (Silva) Channels, Waialua, O'ahu","N",NA,NA
"1199","17-Feb-1990",1990,"USA","Mokapu, Kane'ohe Marine Air Corps Station, O'ahu","Y",-157.76994,21.4521001
"1200","05-Feb-1990",1990,"USA","Monster Hole, Sebastian Inlet, Indian River County","N",-80.4472737,27.860302
"1201","12-Jan-1990",1990,"USA","Montera Beach, San Mateo County","N",-122.5149481,37.5468871
"1202","1990",1990,"USA","Pensacola, Escambia County","UNKNOWN",-87.2169149,30.421309
"1203","19-Dec-1989",1989,"USA","90 miles east of Hilo, Hawai'i","N",-155.0689749,19.6057945
"1204","12-Nov-1989",1989,"USA","Ehukai Beach Park, Sunset Beach, O'ahu","Y",-158.0409157,21.6736608
"1205","14-Oct-1989",1989,"USA","Kahe Point, O'ahu","Y",-158.1305556,21.3541667
"1206","11-Oct-1989",1989,"USA","Surfside Beach","N",-78.9730887,33.6060031
"1207","08-Oct-1989",1989,"USA","Between Wrightsville Beach & Carolina Beach, New Hanover County","Y",-77.7980827,34.2144389
"1208","13-Sep-1989",1989,"USA","Gulf of Mexico, 22 miles from Pensacola","N",-87.2495752,30.5321718
"1209","10-Sep-1989",1989,"USA","Off Palos Verdes Estates, Los Angeles","N",-118.4002708,33.794785
"1210","09-Sep-1989",1989,"USA","Southeast Farallon Island, Farallon Islands","N",-123.003361,37.69891
"1211","09-Sep-1989",1989,"USA","Salvo, Dare County","N",-75.4729347,35.54018
"1212","03-Sep-1989",1989,"USA","24 km off Santa Catalina Island in the Channel Islands","N",NA,NA
"1213","22-Aug-1989",1989,"USA","St Augustine, St Johns County","N",-81.3124341,29.9012437
"1214","14-Jul-1989",1989,"USA","Cocoa Beach, Brevard County","N",-80.6075513,28.3200067
"1215","07-Jul-1989",1989,"USA","Sargent Beach, Matagorda County","N",-95.977371,28.601027
"1216","29-Jun-1989",1989,"USA","Anahola, Kaua'i","N",-159.3155556,22.1452778
"1217","17-Jun-1989",1989,"USA","40 miles off Cocodrie","N",NA,NA
"1218","23-Apr-1989",1989,"USA","Loggerhead Park, Juno Beach, Palm Beach County","N",-80.055979,26.884925
"1219","12-Apr-1989",1989,"USA","Pacific Beach, Grays Harbor County","N",-124.2032347,47.2089734
"1220","09-Apr-1989",1989,"USA","Monterey Bay, Monterey County","N",-121.947311,36.8007413
"1221","03-Apr-1989",1989,"USA","Ho'okipa Beach, Pa'ia, Maui","N",-156.356079,20.9342545
"1222","Apr-1989",1989,"USA","Kekaha Beach, Kaua'i","N",-159.7304201,21.9716899
"1223","26-Jan-1989",1989,"USA","Latigo Point / Paradise Cove, west of Malibu, Los Angeles County","Y",NA,NA
"1224","26-Jan-1989",1989,"USA","Latigo Point / Paradise Cove,west of Malibu, Los Angeles County","Y",NA,NA
"1225","20-Jan-1989",1989,"USA","Waialua Beach, Moloka'i","N",-158.131691,21.581372
"1226","08-Jan-1989",1989,"USA","Wailua, Kaua'i","Y",-159.3377778,22.0522222
"1227","1989",1989,"USA","Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet","N",NA,NA
"1228","23-Oct-1988",1988,"USA","Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ","N",-123.9724859,45.9273111
"1229","14-Oct-1988",1988,"USA","Boca Raton, Palm Beach County","N",-80.1289321,26.3683064
"1230","11-Oct-1988",1988,"USA","Fort Pierce, St. Lucie County ","N",-80.3256056,27.4467056
"1231","10-Oct-1988",1988,"USA","Playalinda, Brevard County","N",-80.6318287,28.6555177
"1232","Oct-1988",1988,"USA","Sanibel Island, Lee County","N",-82.0223137,26.4489695
"1233","28-Sep-1988",1988,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1234","13-Sep-1988",1988,"USA","Shell Island Panama City Beach, Bay County","N",-85.748154,30.149904
"1235","13-Sep-1988",1988,"USA","Shell Island Panama City Beach, Bay County","Y",-85.748154,30.149904
"1236","22-Aug-1988",1988,"USA","New Orleans","N",-90.0715323,29.9510658
"1237","11-Aug-1988",1988,"USA","Klamath River, Del Norte County","N",-124.0384427,41.5159805
"1238","11-Jul-1988",1988,"USA","Jensen Beach, Martin County","N",-80.2297697,27.2544906
"1239","04-Jul-1988",1988,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"1240","16-Jun-1988",1988,"USA","Ocracoke, Hyde County","N",-75.9810097,35.1146152
"1241","09-Jun-1988",1988,"USA","Sea Pines Beach Club, Hilton Head, Beaufort County","N",-80.7870751,32.1254457
"1242","05-Jun-1988",1988,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"1243","01-Jun-1988",1988,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"1244","10-May-1988",1988,"USA","Paradise Beach Park, Brevard County","N",-80.5759862,28.1226018
"1245","04-May-1988",1988,"USA","Melbourne Beach, Brevard County","N",-80.5603303,28.0683496
"1246","24-Apr-1988",1988,"USA","North of Morro Rock, San Luis Obispo County","N",-120.8676799,35.3694186
"1247","15-Apr-1988",1988,"USA","Singer Island, Riviera Beach, Palm Beach County","N",-80.037064,26.785003
"1248","15-Apr-1988",1988,"USA","Waihe'e, Maui","Y",-156.5045315,20.9297229
"1249","14-Apr-1988",1988,"USA","Singer Island, Riviera Beach, Palm Beach County","N",-80.037064,26.785003
"1250","14-Apr-1988",1988,"USA","Singer Island, Riviera Beach, Palm Beach County","N",-80.037064,26.785003
"1251","31-Mar-1988",1988,"USA","Singer Island, Riviera Beach, Palm Beach County","N",-80.037064,26.785003
"1252","25-Mar-1988",1988,"USA","Running Waters Beach, Ninini Point, Kaua'i","N",NA,NA
"1253","14-Jan-1988",1988,"USA","","N",NA,NA
"1254","17-Dec-1987",1987,"USA","Palm Beach, Palm Beach County","N",-80.2767327,26.6514503
"1255","21-Nov-1987",1987,"USA","North of Jupiter Inlet, Palm Beach County","N",-80.0744458,26.9478705
"1256","26-Oct-1987",1987,"USA","Davenport Light, San Mateo County","N",NA,NA
"1257","20-Aug-1987",1987,"USA","Satellite  Beach, Brevard County","N",-80.5900519,28.1761233
"1258","15-Aug-1987",1987,"USA","Tunitas Beach, San Mateo County","N",-122.3999742,37.3577202
"1259","21-Jul-1987",1987,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9288957,29.0835745
"1260","12-Jul-1987",1987,"USA","Mustang Island, near Port Aransas","N",-97.0610994,27.8339158
"1261","12-Jul-1987",1987,"USA","Mustang Island, near Port Aransas","N",-97.0610994,27.8339158
"1262","11-Jul-1987",1987,"USA","Winyah Bay","N",-79.2422956,33.2702072
"1263","13-Jun-1987",1987,"USA","Nest Key, Monroe County","N",-80.5070041,25.1487348
"1264","25-May-1987",1987,"USA","Myrtle Beach, Horry County","N",-78.8866943,33.6890603
"1265","08-May-1987",1987,"USA","St Augustine, St. Johns County","N",-81.3124341,29.9012437
"1266","18-Apr-1987",1987,"USA","Mustang Island, near Port Aransas","N",-97.0610994,27.8339158
"1267","15-Apr-1987",1987,"USA","Kailua-Kona, Hawai'i","Y",-155.9969261,19.639994
